,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK,timestamp
0,11.773195,13.319336,6.982257,6.694609,8.482401,9.91465,4.9209256,3.637685,11.479501,3.759315,8.638647,0.26189518,1.6445663,-1.4921352,6.8643055,1.8392751,6.3422,-0.8577182,10.135383,10.585096,11.171102,8.650291,10.242946,3.3991578,7.9235215,11.107138,-1.7372745,1.7725536,5.5080843,13.545294,24.767597,0.24871576,7.031313,4.3304396,0.70840174,9.177038,2.4927607,11.567687,9.08275,6.731419,5.991686,16.413885,6.588271,7.994922,8.882731,2.4451394,16.281889,12.27049,11.311024,14.692609,14.070231,4.4516854,9.90926,4.12205,8.248342,5.108424,5.492345,8.685801,2.6024647,16.245443,12.985294,2.9373896,2.1404412,1.0103397,3.814047,8.223239,2.5627735,9.018804,14.338657,10.34105,10.384693,4.720763,6.8298793,6.778756,-0.35164493,-0.21353222,0.12959245,6.027061,-0.5005244,1.5646887,-1.5602875,2.278505,7.9118915,2022-08-04 23:24:00
1,10.6566925,12.382153,6.232691,6.553923,7.804459,8.816526,4.764645,2.8420289,11.412492,4.235855,8.7940235,0.72838545,1.5592794,-1.578236,6.8503923,1.7044194,5.85495,0.1175184,9.965644,10.824803,11.390338,8.52532,10.418295,4.3858695,8.697692,11.342209,-1.9477648,1.7117099,5.4336615,13.710805,24.47646,0.24648619,7.3832064,4.480392,0.6899553,9.315361,3.2728496,11.878932,8.735519,7.115186,6.6373363,17.123304,6.979698,8.8608465,9.097447,2.1369314,16.082947,12.698998,11.209195,15.148908,14.455202,4.654861,9.870884,4.566457,8.021274,5.885053,6.09874,9.415136,3.293867,15.308472,13.474871,3.380043,1.994933,0.7942727,4.0604815,8.736107,2.7579052,9.859117,14.761759,10.614135,10.31004,4.7015085,7.3691716,7.1198187,0.07774312,-0.06555368,0.62640864,6.251265,-0.5935496,1.7132833,-1.4845483,2.882454,7.425362,2022-08-05 00:24:00
2,1.6091638,0.17350216,-1.3644153,0.2912416,-0.45081162,0.6859861,-1.1729323,-1.9539858,-0.29535767,-1.4482281,0.87140983,0.26105022,-0.7542905,-0.12950405,4.633103,3.5046492,1.5277092,17.978636,5.1621604,2.2498696,16.30096,15.329846,18.18749,7.326162,16.679277,10.032454,0.17248261,15.041823,16.481552,17.456701,13.856403,3.6914861,9.078044,5.028628,1.2592599,1.0038067,6.997147,6.226821,11.115056,5.0753336,5.3695707,4.6719694,13.494625,8.877991,1.4101062,4.0604386,16.978615,3.0034904,19.73932,4.111938,15.889278,2.2137566,15.376228,5.7451878,4.1815534,2.9815617,12.241328,14.223132,3.587001,14.951667,10.225665,3.029058,5.440599,5.7101355,4.038172,1.8355814,1.3961105,16.566525,18.913641,10.558658,14.397201,1.799944,8.102454,6.8575053,10.701568,4.302926,8.340562,17.666063,7.1912513,5.5552616,1.3046476,9.208206,0.3861955,2022-08-08 04:58:00
3,1.7452002,0.26081985,-1.0252014,0.6182508,-0.10939145,0.7516317,-1.0415388,-1.8532959,-0.11945686,-1.3138961,0.83085626,0.34862232,-0.748913,0.15963963,4.624689,3.6367612,1.4592171,17.96598,5.062083,1.9873506,16.323769,15.421983,18.098322,7.292119,16.76629,9.86402,0.21703494,15.182303,16.451403,17.215544,13.833957,3.7164023,9.11347,5.144448,1.2915927,0.96358025,6.880612,6.075902,11.193242,5.122222,5.3876843,4.521021,13.562674,8.7516775,1.1752291,4.0579987,16.87999,2.9445612,20.007917,3.918476,15.701954,2.3371646,15.263838,5.733821,4.164041,3.1677628,12.101028,14.116541,3.5764084,14.934563,10.16721,3.0301971,5.574558,5.7441115,4.0608144,1.9291793,1.3384541,16.60256,18.919823,10.5252695,14.559952,1.8214298,8.089004,6.737892,10.856249,4.3843985,8.304461,17.637209,7.3549685,5.600912,1.3732005,9.265094,0.366376,2022-08-08 05:58:00
4,6.6911607,3.0879405,3.1381836,10.761665,14.503477,7.666895,1.8269099,4.164797,0.69094837,1.6540341,4.031103,2.8264213,3.1883245,4.2532988,3.8699207,4.730837,3.7114582,6.5899506,8.024696,6.9347215,4.78067,10.792052,6.8674808,2.8808029,7.878506,8.052239,1.4682437,0.21898493,2.591041,10.10469,9.714464,2.3186607,1.216425,7.0649247,5.71218,2.5424125,7.814385,8.246509,5.1947236,0.59439665,7.2453365,5.766296,12.603172,5.0054197,5.180487,4.8244987,13.540498,9.063129,7.3154464,12.5613,13.529856,2.4115298,4.6565094,3.8073556,2.0524623,5.4813943,2.7567997,7.5699525,3.2545602,3.865967,9.851911,3.341983,0.5630748,1.2242702,10.0489855,5.7927003,0.64716697,7.373123,8.069415,9.319585,9.23972,2.1053174,4.0157285,6.5264316,10.294349,0.9005304,4.316367,9.275391,6.0207143,-1.0457923,2.254478,1.0140662,2.4441187,2022-08-11 21:13:00
5,6.0788755,2.8501346,3.0119216,10.042116,14.468107,7.3522654,2.091538,4.0825453,0.15228596,1.5915607,3.8508794,2.8034163,3.4616096,4.42308,4.2617106,4.965742,4.248317,6.640574,7.790046,7.0231843,4.588302,10.911222,6.8781548,3.391686,8.2002735,7.796223,1.3508252,0.026753036,3.613621,10.342714,9.814202,2.3185372,1.5251946,6.4376225,4.690423,2.5902035,8.180137,8.199359,5.216452,0.96165806,7.425503,6.257586,12.657209,4.762551,4.3630834,4.6105328,14.011329,8.89638,7.554919,12.905904,13.95334,2.278212,4.2735014,3.6446445,2.2516003,5.9207664,2.1453533,7.254404,3.5671995,4.6718006,10.319104,2.733866,0.40236473,1.1513522,10.440195,5.463866,0.46799567,7.801182,7.917674,9.475809,9.170241,2.021694,4.0337996,7.042209,10.012382,0.9321556,3.7135763,9.415428,6.212105,-1.072957,2.4822502,1.4723054,2.2760336,2022-08-11 22:13:00
6,0.79899406,2.8392868,0.93599033,-0.06534917,-0.06538129,0.09771044,0.40631717,0.39659214,3.6429477,0.89895695,-0.9914147,0.30717087,3.986973,2.4990256,6.0617156,1.3885508,-0.13943094,13.668269,-1.4310157,4.6781454,14.241036,4.715208,3.8384464,9.031162,13.329483,6.549001,6.8097186,6.9721017,13.314975,14.153164,18.573406,3.959727,0.22534895,10.505095,2.705424,3.821572,9.872961,11.447025,4.9390936,5.8034005,14.673821,9.723179,16.113054,2.5844245,10.195935,1.559947,4.2321343,9.075466,10.715526,11.598767,1.8382912,-0.07402983,6.577957,8.848713,9.284497,11.756435,4.235015,9.22432,4.674817,15.83863,6.9918427,8.840901,8.195132,2.7936773,6.840217,17.658745,6.2986035,5.1305547,14.56296,8.434558,8.096525,7.4255576,9.1947,15.777295,11.724217,8.444583,10.686836,19.92306,3.0963416,13.313965,4.3023033,4.436416,5.8873754,2022-08-16 07:10:00
7,1.1725411,3.078691,0.9413333,-0.14953738,0.4222386,0.34095603,0.6164202,0.7521735,4.609727,1.0203705,-0.7530108,0.24088813,3.8968608,2.7340975,6.4099617,1.7456808,-0.24128717,13.880319,-1.4100153,4.290468,14.311259,5.0270886,3.33505,8.8822155,12.75361,6.2052484,6.440685,7.211032,12.737511,13.791245,18.513687,3.7684987,0.13059759,10.129431,2.9452822,3.935906,9.127195,11.187396,5.1748757,5.4829025,13.9792795,9.523459,15.70048,2.704732,10.441897,1.6856623,3.8753097,8.625274,10.651047,11.25487,2.0138974,0.120343775,6.793525,8.752032,8.525201,11.615746,3.979331,8.819458,4.462879,15.654091,6.5985765,8.380424,8.170285,3.0490146,7.1539583,16.894547,6.2742386,4.9779267,14.488489,8.319631,7.8041887,7.4180923,9.144473,14.968375,11.594325,8.50137,10.43297,19.833748,2.8059042,13.035941,4.12016,4.0445004,6.083089,2022-08-16 08:10:00
8,10.899746,6.901555,2.200006,7.106802,1.8887186,7.8821335,4.724777,8.156866,22.372204,7.110365,6.1603146,0.65074015,5.18468,-0.43493745,4.060547,0.8706519,5.631028,5.4141016,5.3126326,7.16539,10.005648,6.4506564,8.556536,1.6061895,5.879268,8.725631,3.1314893,5.824503,1.8268188,6.430137,3.109898,2.2247386,1.5493236,3.9733694,5.3975163,6.5412855,6.4285097,6.5424786,10.477491,0.57218367,9.843795,6.0452285,8.029439,6.292451,8.61325,7.960734,8.371081,10.407191,14.136142,13.834586,1.7064352,1.0716697,6.5267076,3.337784,1.2322649,7.1336284,4.5009956,5.6356945,-0.059334233,3.0396252,6.257116,5.179838,2.8131716,8.345706,3.0520291,5.9971137,7.646158,6.403615,10.267845,7.4795856,8.684466,4.354947,8.1099,11.238973,8.903372,5.032755,2.3633885,10.057326,3.6164458,1.9169347,1.6450351,0.58671016,5.8940015,2022-08-18 17:30:00
9,11.833838,6.9470425,2.4094055,9.157694,1.6333063,8.425052,4.0838585,8.8363085,20.678988,6.118515,4.3611736,0.1392832,3.740607,-0.5211301,2.768001,-0.08720282,4.519052,4.1532955,6.354429,7.2746353,11.88248,6.041305,8.825972,0.19753717,5.3178353,8.548915,3.0110393,5.7923517,2.0531445,6.085727,3.8660247,2.5700963,1.494843,5.032573,5.193675,5.445406,6.1288834,6.230874,8.84714,-0.12753004,9.849986,5.2907324,7.999088,6.3270173,8.929974,7.747312,8.415531,9.905811,12.865798,12.557424,0.77120304,0.53721845,6.9007096,2.8343132,2.6074767,6.2530975,4.9889183,4.885723,0.17351823,3.266343,6.0637627,5.7128053,2.5323277,7.793417,2.7203662,6.6529145,8.113183,5.939838,9.506951,7.278872,8.588312,3.6863909,6.8697567,11.280936,9.799511,5.0098286,3.2242184,9.866921,3.6115367,2.36271,0.2761698,-0.13398418,6.5752606,2022-08-18 18:27:00
